,image,superpixels,compactness,model,shap_value,background,predicted,predicted_variance,error term,set_sp
0,Llama.png,9,30,resnet50,-0.005114219487584393,255,-0.5674494395473806,0.6904284044384992,0.7899729426419987,10
1,Llama.png,9,30,resnet50,0.4144836949727888,255,-0.5674494395473806,0.6904284044384992,0.7899729426419987,10
2,Llama.png,9,30,resnet50,-0.44934677535606227,255,-0.5674494395473806,0.6904284044384992,0.7899729426419987,10
3,Llama.png,9,30,resnet50,3.482992292088639,255,-0.5674494395473806,0.6904284044384992,0.7899729426419987,10
4,Llama.png,9,30,resnet50,0.056301637889741074,255,-0.5674494395473806,0.6904284044384992,0.7899729426419987,10
5,Llama.png,9,30,resnet50,-0.6916388535766285,255,-0.5674494395473806,0.6904284044384992,0.7899729426419987,10
6,Llama.png,9,30,resnet50,1.4274570511859173,255,-0.5674494395473806,0.6904284044384992,0.7899729426419987,10
7,Llama.png,9,30,resnet50,1.1067474482232356,255,-0.5674494395473806,0.6904284044384992,0.7899729426419987,10
8,Llama.png,9,30,resnet50,-0.37811484176363364,255,-0.5674494395473806,0.6904284044384992,0.7899729426419987,10
0,Llama.png,9,30,resnet50,0.8613861238522852,median,-0.6244984449706479,0.4997973696100786,1.0619527072844892,10
1,Llama.png,9,30,resnet50,-0.621479012794675,median,-0.6244984449706479,0.4997973696100786,1.0619527072844892,10
2,Llama.png,9,30,resnet50,-0.33821274750025865,median,-0.6244984449706479,0.4997973696100786,1.0619527072844892,10
3,Llama.png,9,30,resnet50,2.2750179526375014,median,-0.6244984449706479,0.4997973696100786,1.0619527072844892,10
4,Llama.png,9,30,resnet50,0.1774629931236793,median,-0.6244984449706479,0.4997973696100786,1.0619527072844892,10
5,Llama.png,9,30,resnet50,-0.5558230334852472,median,-0.6244984449706479,0.4997973696100786,1.0619527072844892,10
6,Llama.png,9,30,resnet50,0.40316334368421236,median,-0.6244984449706479,0.4997973696100786,1.0619527072844892,10
7,Llama.png,9,30,resnet50,1.0856986778624815,median,-0.6244984449706479,0.4997973696100786,1.0619527072844892,10
8,Llama.png,9,30,resnet50,0.014189023826047142,median,-0.6244984449706479,0.4997973696100786,1.0619527072844892,10
0,Llama.png,9,50,resnet50,-0.010130778193350953,255,-0.742379325340428,0.6564765537297296,0.8280343150139288,10
1,Llama.png,9,50,resnet50,-0.5729285579385162,255,-0.742379325340428,0.6564765537297296,0.8280343150139288,10
2,Llama.png,9,50,resnet50,-0.3133446101819687,255,-0.742379325340428,0.6564765537297296,0.8280343150139288,10
3,Llama.png,9,50,resnet50,3.4888135213624696,255,-0.742379325340428,0.6564765537297296,0.8280343150139288,10
4,Llama.png,9,50,resnet50,-0.7334402818532023,255,-0.742379325340428,0.6564765537297296,0.8280343150139288,10
5,Llama.png,9,50,resnet50,-0.06739161171309704,255,-0.742379325340428,0.6564765537297296,0.8280343150139288,10
6,Llama.png,9,50,resnet50,1.874502555092839,255,-0.742379325340428,0.6564765537297296,0.8280343150139288,10
