,image,superpixels,compactness,model,shap_value,background,predicted,predicted_variance,error term
0,Llama.png,6,10,vgg16,0.6635406314254039,mean,8.913187940652007,1.5572805699246373,0.2999007288137555
1,Llama.png,6,10,vgg16,0.7429424375036258,mean,8.913187940652007,1.5572805699246373,0.2999007288137555
2,Llama.png,6,10,vgg16,1.3546834344288567,mean,8.913187940652007,1.5572805699246373,0.2999007288137555
3,Llama.png,6,10,vgg16,15.265936431014598,mean,8.913187940652007,1.5572805699246373,0.2999007288137555
4,Llama.png,6,10,vgg16,0.9508137248060579,mean,8.913187940652007,1.5572805699246373,0.2999007288137555
5,Llama.png,6,10,vgg16,0.5837643362468087,mean,8.913187940652007,1.5572805699246373,0.2999007288137555
0,Llama.png,6,10,vgg16,2.276511176985329,0,8.010568655063498,1.2268014813565142,0.36233874502637864
1,Llama.png,6,10,vgg16,-0.06035113656167512,0,8.010568655063498,1.2268014813565142,0.36233874502637864
2,Llama.png,6,10,vgg16,0.011689320724348029,0,8.010568655063498,1.2268014813565142,0.36233874502637864
3,Llama.png,6,10,vgg16,12.532542842845919,0,8.010568655063498,1.2268014813565142,0.36233874502637864
4,Llama.png,6,10,vgg16,1.1656106984768353,0,8.010568655063498,1.2268014813565142,0.36233874502637864
5,Llama.png,6,10,vgg16,0.49611914553105296,0,8.010568655063498,1.2268014813565142,0.36233874502637864
0,Llama.png,9,30,vgg16,1.159311854852176,0,8.803930091361266,1.201165209569396,0.45122889934164373
1,Llama.png,9,30,vgg16,0.2949521365134986,0,8.803930091361266,1.201165209569396,0.45122889934164373
2,Llama.png,9,30,vgg16,-0.2503680932408723,0,8.803930091361266,1.201165209569396,0.45122889934164373
3,Llama.png,9,30,vgg16,8.388225630366016,0,8.803930091361266,1.201165209569396,0.45122889934164373
4,Llama.png,9,30,vgg16,0.20035328565184907,0,8.803930091361266,1.201165209569396,0.45122889934164373
5,Llama.png,9,30,vgg16,-0.1929989588801102,0,8.803930091361266,1.201165209569396,0.45122889934164373
6,Llama.png,9,30,vgg16,3.475225829511381,0,8.803930091361266,1.201165209569396,0.45122889934164373
7,Llama.png,9,30,vgg16,3.0875413473987985,0,8.803930091361266,1.201165209569396,0.45122889934164373
8,Llama.png,9,30,vgg16,0.12936732964275377,0,8.803930091361266,1.201165209569396,0.45122889934164373
0,Llama.png,9,30,vgg16,0.1366467917337597,mean,8.654269998760181,1.2112585120210824,0.43958697218515436
1,Llama.png,9,30,vgg16,0.9345709576718888,mean,8.654269998760181,1.2112585120210824,0.43958697218515436
2,Llama.png,9,30,vgg16,0.013645364295530094,mean,8.654269998760181,1.2112585120210824,0.43958697218515436
3,Llama.png,9,30,vgg16,8.023377357710093,mean,8.654269998760181,1.2112585120210824,0.43958697218515436
4,Llama.png,9,30,vgg16,0.048946652722793194,mean,8.654269998760181,1.2112585120210824,0.43958697218515436
5,Llama.png,9,30,vgg16,-0.1972391866592491,mean,8.654269998760181,1.2112585120210824,0.43958697218515436
6,Llama.png,9,30,vgg16,3.8347556972382333,mean,8.654269998760181,1.2112585120210824,0.43958697218515436
7,Llama.png,9,30,vgg16,3.7743581506787462,mean,8.654269998760181,1.2112585120210824,0.43958697218515436
8,Llama.png,9,30,vgg16,0.21069202801151232,mean,8.654269998760181,1.2112585120210824,0.43958697218515436
0,Llama.png,9,50,vgg16,1.1936457795873003,mean,8.843310572155037,1.2234620249028512,0.4409352089915535
1,Llama.png,9,50,vgg16,0.37076418091975993,mean,8.843310572155037,1.2234620249028512,0.4409352089915535
2,Llama.png,9,50,vgg16,0.08254233993099391,mean,8.843310572155037,1.2234620249028512,0.4409352089915535
3,Llama.png,9,50,vgg16,7.659155615409766,mean,8.843310572155037,1.2234620249028512,0.4409352089915535
4,Llama.png,9,50,vgg16,-0.817135237011235,mean,8.843310572155037,1.2234620249028512,0.4409352089915535
5,Llama.png,9,50,vgg16,-0.28708533818273274,mean,8.843310572155037,1.2234620249028512,0.4409352089915535
6,Llama.png,9,50,vgg16,4.257793350912342,mean,8.843310572155037,1.2234620249028512,0.4409352089915535
7,Llama.png,9,50,vgg16,3.5220313861082966,mean,8.843310572155037,1.2234620249028512,0.4409352089915535
8,Llama.png,9,50,vgg16,0.9237442520652952,mean,8.843310572155037,1.2234620249028512,0.4409352089915535
0,Llama.png,9,50,vgg16,0.45386167211278816,0,8.465915487402127,1.1642348796086013,0.47147435176654207
1,Llama.png,9,50,vgg16,-0.44597154575485476,0,8.465915487402127,1.1642348796086013,0.47147435176654207
2,Llama.png,9,50,vgg16,-0.039868361553111464,0,8.465915487402127,1.1642348796086013,0.47147435176654207
3,Llama.png,9,50,vgg16,8.836470122590628,0,8.465915487402127,1.1642348796086013,0.47147435176654207
4,Llama.png,9,50,vgg16,-1.2611805610925928,0,8.465915487402127,1.1642348796086013,0.47147435176654207
5,Llama.png,9,50,vgg16,-0.17791803002623308,0,8.465915487402127,1.1642348796086013,0.47147435176654207
6,Llama.png,9,50,vgg16,3.9050286663081706,0,8.465915487402127,1.1642348796086013,0.47147435176654207
7,Llama.png,9,50,vgg16,2.8848852108123215,0,8.465915487402127,1.1642348796086013,0.47147435176654207
8,Llama.png,9,50,vgg16,0.28791394785525726,0,8.465915487402127,1.1642348796086013,0.47147435176654207
0,Llama.png,9,100,vgg16,3.359168593113497,0,8.371572755969142,0.9460329218111031,0.5666877493841123
1,Llama.png,9,100,vgg16,2.3426062018270417,0,8.371572755969142,0.9460329218111031,0.5666877493841123
2,Llama.png,9,100,vgg16,-0.17197860178339752,0,8.371572755969142,0.9460329218111031,0.5666877493841123
3,Llama.png,9,100,vgg16,4.071242930575011,0,8.371572755969142,0.9460329218111031,0.5666877493841123
4,Llama.png,9,100,vgg16,0.34413457708473216,0,8.371572755969142,0.9460329218111031,0.5666877493841123
5,Llama.png,9,100,vgg16,0.7204011001066231,0,8.371572755969142,0.9460329218111031,0.5666877493841123
6,Llama.png,9,100,vgg16,1.0000173971172923,0,8.371572755969142,0.9460329218111031,0.5666877493841123
7,Llama.png,9,100,vgg16,2.1915647062684074,0,8.371572755969142,0.9460329218111031,0.5666877493841123
8,Llama.png,9,100,vgg16,1.6586669381540085,0,8.371572755969142,0.9460329218111031,0.5666877493841123
0,Llama.png,9,100,vgg16,4.610675563217848,mean,9.084712057583566,1.2200404722468259,0.43573709191020066
1,Llama.png,9,100,vgg16,2.3299278049105046,mean,9.084712057583566,1.2200404722468259,0.43573709191020066
2,Llama.png,9,100,vgg16,-0.2621900208630086,mean,9.084712057583566,1.2200404722468259,0.43573709191020066
3,Llama.png,9,100,vgg16,6.112852229346942,mean,9.084712057583566,1.2200404722468259,0.43573709191020066
4,Llama.png,9,100,vgg16,-0.465205604529904,mean,9.084712057583566,1.2200404722468259,0.43573709191020066
5,Llama.png,9,100,vgg16,0.06440720421339208,mean,9.084712057583566,1.2200404722468259,0.43573709191020066
6,Llama.png,9,100,vgg16,2.3352899125232325,mean,9.084712057583566,1.2200404722468259,0.43573709191020066
7,Llama.png,9,100,vgg16,1.2982516727578988,mean,9.084712057583566,1.2200404722468259,0.43573709191020066
8,Llama.png,9,100,vgg16,2.1344522125639154,mean,9.084712057583566,1.2200404722468259,0.43573709191020066
0,Llama.png,9,1000,vgg16,2.730275691510704,0,8.707532215868616,0.9194166843115311,0.5853098648857822
1,Llama.png,9,1000,vgg16,3.3373483267536397,0,8.707532215868616,0.9194166843115311,0.5853098648857822
2,Llama.png,9,1000,vgg16,-0.05245134862480727,0,8.707532215868616,0.9194166843115311,0.5853098648857822
3,Llama.png,9,1000,vgg16,0.8223505211246263,0,8.707532215868616,0.9194166843115311,0.5853098648857822
4,Llama.png,9,1000,vgg16,2.2634852797089895,0,8.707532215868616,0.9194166843115311,0.5853098648857822
