,image,superpixels,compactness,model,pixel_index,shap_value,cred_width
15,Llama.png,50,1000,resnet152,15,-0.0457126872931255,9.219389100752354
16,Llama.png,50,1000,resnet152,16,1.584850722223585,9.08658479373841
17,Llama.png,50,1000,resnet152,17,0.9182559636744556,9.174320537896268
18,Llama.png,50,1000,resnet152,18,-0.4375447718151326,9.194438716053119
19,Llama.png,50,1000,resnet152,19,-0.008657581279796656,9.235002029486033
20,Llama.png,50,1000,resnet152,20,-0.5126870104903478,9.055630152318804
21,Llama.png,50,1000,resnet152,21,0.16140494138848283,9.212669007664976
22,Llama.png,50,1000,resnet152,22,0.07963729623276272,9.290444422165722
23,Llama.png,50,1000,resnet152,23,2.670425892709358,9.209719682489006
24,Llama.png,50,1000,resnet152,24,0.6830690102334058,9.28930315408773
25,Llama.png,50,1000,resnet152,25,-0.6213514615449212,9.272737244328034
26,Llama.png,50,1000,resnet152,26,-0.6061561856356494,9.133409186158
27,Llama.png,50,1000,resnet152,27,-0.5917791208842349,9.137600646791428
28,Llama.png,50,1000,resnet152,28,0.01740246286429903,9.141031231496818
29,Llama.png,50,1000,resnet152,29,0.13523443815902603,9.209645028614114
30,Llama.png,50,1000,resnet152,30,0.5461552207278855,9.235920675384158
31,Llama.png,50,1000,resnet152,31,-0.9111822485805279,9.33013041621296
32,Llama.png,50,1000,resnet152,32,0.6125468739711977,9.300188349905381
33,Llama.png,50,1000,resnet152,33,0.027737940987764276,9.1282730780104
34,Llama.png,50,1000,resnet152,34,1.0593874137897723,9.166106178744457
35,Llama.png,50,1000,resnet152,35,-0.24883463221914015,9.242611733996196
36,Llama.png,50,1000,resnet152,36,-0.24939431027626302,9.202571375484036
37,Llama.png,50,1000,resnet152,37,0.21720388125131151,9.065399086790807
38,Llama.png,50,1000,resnet152,38,-0.6293589127704955,9.27311364423651
39,Llama.png,50,1000,resnet152,39,-0.4341931597935389,9.292476811997957
40,Llama.png,50,1000,resnet152,40,-0.6270487504572406,9.096237365531191
41,Llama.png,50,1000,resnet152,41,-0.299907774645352,9.259177277278866
42,Llama.png,50,1000,resnet152,42,1.4235149167059935,9.164832895007192
43,Llama.png,50,1000,resnet152,43,1.6346952047913739,9.133918120359022
44,Llama.png,50,1000,resnet152,44,0.512513529381696,9.329934323611774
45,Llama.png,50,1000,resnet152,45,0.18920080851105947,9.161413912242304
46,Llama.png,50,1000,resnet152,46,1.7609482199087294,8.9826412215106
47,Llama.png,50,1000,resnet152,47,1.370305615701767,9.082476592445536
48,Llama.png,50,1000,resnet152,48,-0.3081204894307161,9.114124508253138
