,image,superpixels,compactness,model,shap_value,background,predicted,predicted_var,P(e = 0)
22,Llama.png,30,1000,resnet152,1.825106788864296,0,1.5385500351182282,0.9667985359712354,0.5828355600591687
23,Llama.png,30,1000,resnet152,1.5079096063024096,0,1.5385500351182282,0.9667985359712354,0.5828355600591687
24,Llama.png,30,1000,resnet152,1.0481387142464587,0,1.5385500351182282,0.9667985359712354,0.5828355600591687
0,Llama.png,30,1000,resnet152,-1.6213273762681748,mean,1.5385643454505873,1.058167658153072,0.5325092856765969
1,Llama.png,30,1000,resnet152,2.936964922803992,mean,1.5385643454505873,1.058167658153072,0.5325092856765969
2,Llama.png,30,1000,resnet152,-1.1774610685371365,mean,1.5385643454505873,1.058167658153072,0.5325092856765969
3,Llama.png,30,1000,resnet152,-1.2658361703318208,mean,1.5385643454505873,1.058167658153072,0.5325092856765969
4,Llama.png,30,1000,resnet152,-0.8187723326514411,mean,1.5385643454505873,1.058167658153072,0.5325092856765969
5,Llama.png,30,1000,resnet152,-1.034141949031529,mean,1.5385643454505873,1.058167658153072,0.5325092856765969
6,Llama.png,30,1000,resnet152,-1.8821322496631785,mean,1.5385643454505873,1.058167658153072,0.5325092856765969
7,Llama.png,30,1000,resnet152,-1.590566342058482,mean,1.5385643454505873,1.058167658153072,0.5325092856765969
8,Llama.png,30,1000,resnet152,0.9147080157349263,mean,1.5385643454505873,1.058167658153072,0.5325092856765969
9,Llama.png,30,1000,resnet152,-1.2824560270081582,mean,1.5385643454505873,1.058167658153072,0.5325092856765969
10,Llama.png,30,1000,resnet152,2.7903935917730984,mean,1.5385643454505873,1.058167658153072,0.5325092856765969
11,Llama.png,30,1000,resnet152,-1.6479415908387027,mean,1.5385643454505873,1.058167658153072,0.5325092856765969
12,Llama.png,30,1000,resnet152,-0.20335499431052995,mean,1.5385643454505873,1.058167658153072,0.5325092856765969
13,Llama.png,30,1000,resnet152,-1.4067775964159663,mean,1.5385643454505873,1.058167658153072,0.5325092856765969
14,Llama.png,30,1000,resnet152,2.6262704636484013,mean,1.5385643454505873,1.058167658153072,0.5325092856765969
15,Llama.png,30,1000,resnet152,3.3838360071291236,mean,1.5385643454505873,1.058167658153072,0.5325092856765969
16,Llama.png,30,1000,resnet152,2.5598411610911547,mean,1.5385643454505873,1.058167658153072,0.5325092856765969
17,Llama.png,30,1000,resnet152,1.784946917206007,mean,1.5385643454505873,1.058167658153072,0.5325092856765969
18,Llama.png,30,1000,resnet152,-1.5321498926806512,mean,1.5385643454505873,1.058167658153072,0.5325092856765969
19,Llama.png,30,1000,resnet152,-1.5113980022308136,mean,1.5385643454505873,1.058167658153072,0.5325092856765969
20,Llama.png,30,1000,resnet152,0.22483752949187696,mean,1.5385643454505873,1.058167658153072,0.5325092856765969
21,Llama.png,30,1000,resnet152,1.6510572161260957,mean,1.5385643454505873,1.058167658153072,0.5325092856765969
22,Llama.png,30,1000,resnet152,2.0427874052752975,mean,1.5385643454505873,1.058167658153072,0.5325092856765969
23,Llama.png,30,1000,resnet152,2.600481297117294,mean,1.5385643454505873,1.058167658153072,0.5325092856765969
24,Llama.png,30,1000,resnet152,0.3238117230078936,mean,1.5385643454505873,1.058167658153072,0.5325092856765969
0,Llama.png,40,10,resnet152,0.4288051303229201,0,1.5385363768661513,0.9058470987649475,0.6220528706097328
1,Llama.png,40,10,resnet152,-0.5309387752766765,0,1.5385363768661513,0.9058470987649475,0.6220528706097328
2,Llama.png,40,10,resnet152,0.26939605659477284,0,1.5385363768661513,0.9058470987649475,0.6220528706097328
3,Llama.png,40,10,resnet152,-0.5456799636527747,0,1.5385363768661513,0.9058470987649475,0.6220528706097328
4,Llama.png,40,10,resnet152,0.8015161021204742,0,1.5385363768661513,0.9058470987649475,0.6220528706097328
5,Llama.png,40,10,resnet152,1.3045305689988989,0,1.5385363768661513,0.9058470987649475,0.6220528706097328
6,Llama.png,40,10,resnet152,1.8223179084341852,0,1.5385363768661513,0.9058470987649475,0.6220528706097328
7,Llama.png,40,10,resnet152,-1.2057856582241477,0,1.5385363768661513,0.9058470987649475,0.6220528706097328
8,Llama.png,40,10,resnet152,1.0015593792961939,0,1.5385363768661513,0.9058470987649475,0.6220528706097328
9,Llama.png,40,10,resnet152,0.88912410493037,0,1.5385363768661513,0.9058470987649475,0.6220528706097328
10,Llama.png,40,10,resnet152,0.12387498397598584,0,1.5385363768661513,0.9058470987649475,0.6220528706097328
11,Llama.png,40,10,resnet152,1.342168940892582,0,1.5385363768661513,0.9058470987649475,0.6220528706097328
12,Llama.png,40,10,resnet152,0.05696666161647457,0,1.5385363768661513,0.9058470987649475,0.6220528706097328
13,Llama.png,40,10,resnet152,0.8220322180669415,0,1.5385363768661513,0.9058470987649475,0.6220528706097328
14,Llama.png,40,10,resnet152,3.0361192154584913,0,1.5385363768661513,0.9058470987649475,0.6220528706097328
15,Llama.png,40,10,resnet152,0.48308438234868856,0,1.5385363768661513,0.9058470987649475,0.6220528706097328
16,Llama.png,40,10,resnet152,-0.5171642218117447,0,1.5385363768661513,0.9058470987649475,0.6220528706097328
17,Llama.png,40,10,resnet152,-0.7504976032747734,0,1.5385363768661513,0.9058470987649475,0.6220528706097328
18,Llama.png,40,10,resnet152,0.5911757730307832,0,1.5385363768661513,0.9058470987649475,0.6220528706097328
19,Llama.png,40,10,resnet152,-1.7052455824486117,0,1.5385363768661513,0.9058470987649475,0.6220528706097328
20,Llama.png,40,10,resnet152,-0.425197977739574,0,1.5385363768661513,0.9058470987649475,0.6220528706097328
21,Llama.png,40,10,resnet152,0.5406668115844782,0,1.5385363768661513,0.9058470987649475,0.6220528706097328
22,Llama.png,40,10,resnet152,0.18839755411918135,0,1.5385363768661513,0.9058470987649475,0.6220528706097328
23,Llama.png,40,10,resnet152,-1.3297443050651983,0,1.5385363768661513,0.9058470987649475,0.6220528706097328
24,Llama.png,40,10,resnet152,-0.5584141060368872,0,1.5385363768661513,0.9058470987649475,0.6220528706097328
25,Llama.png,40,10,resnet152,0.08312255730407969,0,1.5385363768661513,0.9058470987649475,0.6220528706097328
26,Llama.png,40,10,resnet152,-0.5662847497352854,0,1.5385363768661513,0.9058470987649475,0.6220528706097328
27,Llama.png,40,10,resnet152,0.2560060939086566,0,1.5385363768661513,0.9058470987649475,0.6220528706097328
28,Llama.png,40,10,resnet152,0.17937723336552613,0,1.5385363768661513,0.9058470987649475,0.6220528706097328
29,Llama.png,40,10,resnet152,0.2898830129477852,0,1.5385363768661513,0.9058470987649475,0.6220528706097328
30,Llama.png,40,10,resnet152,0.7281470378185131,0,1.5385363768661513,0.9058470987649475,0.6220528706097328
31,Llama.png,40,10,resnet152,1.5280816189513349,0,1.5385363768661513,0.9058470987649475,0.6220528706097328
0,Llama.png,40,10,resnet152,-0.44632299546629284,mean,1.538536376582618,1.2566149619494424,0.44841483287094513
1,Llama.png,40,10,resnet152,-0.4427477137784841,mean,1.538536376582618,1.2566149619494424,0.44841483287094513
2,Llama.png,40,10,resnet152,-0.18713631333287495,mean,1.538536376582618,1.2566149619494424,0.44841483287094513
3,Llama.png,40,10,resnet152,-0.14426689358374922,mean,1.538536376582618,1.2566149619494424,0.44841483287094513
4,Llama.png,40,10,resnet152,-0.4248526585201571,mean,1.538536376582618,1.2566149619494424,0.44841483287094513
5,Llama.png,40,10,resnet152,-0.19847570156975358,mean,1.538536376582618,1.2566149619494424,0.44841483287094513
6,Llama.png,40,10,resnet152,7.34403859583997,mean,1.538536376582618,1.2566149619494424,0.44841483287094513
7,Llama.png,40,10,resnet152,-0.11191239952041876,mean,1.538536376582618,1.2566149619494424,0.44841483287094513
8,Llama.png,40,10,resnet152,-0.04333069472058604,mean,1.538536376582618,1.2566149619494424,0.44841483287094513
9,Llama.png,40,10,resnet152,-0.32219552655736683,mean,1.538536376582618,1.2566149619494424,0.44841483287094513
10,Llama.png,40,10,resnet152,-0.05333277997539465,mean,1.538536376582618,1.2566149619494424,0.44841483287094513
11,Llama.png,40,10,resnet152,0.09467222586597801,mean,1.538536376582618,1.2566149619494424,0.44841483287094513
12,Llama.png,40,10,resnet152,-0.47527943982348386,mean,1.538536376582618,1.2566149619494424,0.44841483287094513
13,Llama.png,40,10,resnet152,-0.4265314601372987,mean,1.538536376582618,1.2566149619494424,0.44841483287094513
14,Llama.png,40,10,resnet152,0.006732213898028583,mean,1.538536376582618,1.2566149619494424,0.44841483287094513
15,Llama.png,40,10,resnet152,-0.2758584008906624,mean,1.538536376582618,1.2566149619494424,0.44841483287094513
16,Llama.png,40,10,resnet152,-0.06212560468001982,mean,1.538536376582618,1.2566149619494424,0.44841483287094513
17,Llama.png,40,10,resnet152,-0.17115129764020054,mean,1.538536376582618,1.2566149619494424,0.44841483287094513
18,Llama.png,40,10,resnet152,-0.42829015080447874,mean,1.538536376582618,1.2566149619494424,0.44841483287094513
19,Llama.png,40,10,resnet152,0.49259726515965374,mean,1.538536376582618,1.2566149619494424,0.44841483287094513
20,Llama.png,40,10,resnet152,-0.5784708397711542,mean,1.538536376582618,1.2566149619494424,0.44841483287094513
21,Llama.png,40,10,resnet152,-0.7032353603802255,mean,1.538536376582618,1.2566149619494424,0.44841483287094513
22,Llama.png,40,10,resnet152,-0.2581307518563687,mean,1.538536376582618,1.2566149619494424,0.44841483287094513
23,Llama.png,40,10,resnet152,1.1666249238332171,mean,1.538536376582618,1.2566149619494424,0.44841483287094513
24,Llama.png,40,10,resnet152,5.279757107196675,mean,1.538536376582618,1.2566149619494424,0.44841483287094513
25,Llama.png,40,10,resnet152,1.7054517917574246,mean,1.538536376582618,1.2566149619494424,0.44841483287094513
26,Llama.png,40,10,resnet152,-0.44699017181989387,mean,1.538536376582618,1.2566149619494424,0.44841483287094513
27,Llama.png,40,10,resnet152,1.1695932817322756,mean,1.538536376582618,1.2566149619494424,0.44841483287094513
28,Llama.png,40,10,resnet152,-0.5350538655384245,mean,1.538536376582618,1.2566149619494424,0.44841483287094513
29,Llama.png,40,10,resnet152,0.2522754511646128,mean,1.538536376582618,1.2566149619494424,0.44841483287094513
30,Llama.png,40,10,resnet152,-0.41960577431550217,mean,1.538536376582618,1.2566149619494424,0.44841483287094513
31,Llama.png,40,10,resnet152,-0.6528720979748011,mean,1.538536376582618,1.2566149619494424,0.44841483287094513
0,Llama.png,40,100,resnet152,-0.879468645722215,0,1.5385362924637196,0.93878081439308,0.6002304066464114
1,Llama.png,40,100,resnet152,0.6363565820197801,0,1.5385362924637196,0.93878081439308,0.6002304066464114
2,Llama.png,40,100,resnet152,-0.3826197219813552,0,1.5385362924637196,0.93878081439308,0.6002304066464114
3,Llama.png,40,100,resnet152,-0.5294562024980749,0,1.5385362924637196,0.93878081439308,0.6002304066464114
4,Llama.png,40,100,resnet152,-0.5978425086860732,0,1.5385362924637196,0.93878081439308,0.6002304066464114
5,Llama.png,40,100,resnet152,-0.5509822662871775,0,1.5385362924637196,0.93878081439308,0.6002304066464114
6,Llama.png,40,100,resnet152,1.40464366510076,0,1.5385362924637196,0.93878081439308,0.6002304066464114
7,Llama.png,40,100,resnet152,-0.467264074945529,0,1.5385362924637196,0.93878081439308,0.6002304066464114
8,Llama.png,40,100,resnet152,-0.6748295765206453,0,1.5385362924637196,0.93878081439308,0.6002304066464114
9,Llama.png,40,100,resnet152,-0.4067706739729817,0,1.5385362924637196,0.93878081439308,0.6002304066464114
10,Llama.png,40,100,resnet152,-0.22440564109179384,0,1.5385362924637196,0.93878081439308,0.6002304066464114
11,Llama.png,40,100,resnet152,-0.5159774008033144,0,1.5385362924637196,0.93878081439308,0.6002304066464114
12,Llama.png,40,100,resnet152,-0.7870421528777092,0,1.5385362924637196,0.93878081439308,0.6002304066464114
13,Llama.png,40,100,resnet152,0.01258813603170239,0,1.5385362924637196,0.93878081439308,0.6002304066464114
14,Llama.png,40,100,resnet152,3.317375948976764,0,1.5385362924637196,0.93878081439308,0.6002304066464114
15,Llama.png,40,100,resnet152,-0.7345920320319741,0,1.5385362924637196,0.93878081439308,0.6002304066464114
16,Llama.png,40,100,resnet152,-0.6284571097424902,0,1.5385362924637196,0.93878081439308,0.6002304066464114
17,Llama.png,40,100,resnet152,-0.5206491105952353,0,1.5385362924637196,0.93878081439308,0.6002304066464114
18,Llama.png,40,100,resnet152,-0.4177775937906478,0,1.5385362924637196,0.93878081439308,0.6002304066464114
19,Llama.png,40,100,resnet152,0.9115946931189112,0,1.5385362924637196,0.93878081439308,0.6002304066464114
20,Llama.png,40,100,resnet152,0.5964775506285909,0,1.5385362924637196,0.93878081439308,0.6002304066464114
21,Llama.png,40,100,resnet152,0.8774007274582161,0,1.5385362924637196,0.93878081439308,0.6002304066464114
22,Llama.png,40,100,resnet152,-0.19345567719932877,0,1.5385362924637196,0.93878081439308,0.6002304066464114
23,Llama.png,40,100,resnet152,3.1085075571763867,0,1.5385362924637196,0.93878081439308,0.6002304066464114
24,Llama.png,40,100,resnet152,-0.16324010679996404,0,1.5385362924637196,0.93878081439308,0.6002304066464114
25,Llama.png,40,100,resnet152,-0.4011802857993514,0,1.5385362924637196,0.93878081439308,0.6002304066464114
26,Llama.png,40,100,resnet152,0.9562520616770178,0,1.5385362924637196,0.93878081439308,0.6002304066464114
27,Llama.png,40,100,resnet152,0.004523725529121503,0,1.5385362924637196,0.93878081439308,0.6002304066464114
28,Llama.png,40,100,resnet152,-0.6006281217515612,0,1.5385362924637196,0.93878081439308,0.6002304066464114
29,Llama.png,40,100,resnet152,-0.4804213757555229,0,1.5385362924637196,0.93878081439308,0.6002304066464114
30,Llama.png,40,100,resnet152,1.4215296912995337,0,1.5385362924637196,0.93878081439308,0.6002304066464114
31,Llama.png,40,100,resnet152,0.7596101601938452,0,1.5385362924637196,0.93878081439308,0.6002304066464114
32,Llama.png,40,100,resnet152,3.5347206189822216,0,1.5385362924637196,0.93878081439308,0.6002304066464114
33,Llama.png,40,100,resnet152,-0.20048838505527566,0,1.5385362924637196,0.93878081439308,0.6002304066464114
34,Llama.png,40,100,resnet152,0.3413916410543063,0,1.5385362924637196,0.93878081439308,0.6002304066464114
35,Llama.png,40,100,resnet152,0.4132119705343138,0,1.5385362924637196,0.93878081439308,0.6002304066464114
0,Llama.png,40,100,resnet152,-0.5680951591334393,mean,1.5385362905374338,1.0210674288408579,0.5518585492825916
1,Llama.png,40,100,resnet152,-0.36922295284390216,mean,1.5385362905374338,1.0210674288408579,0.5518585492825916
2,Llama.png,40,100,resnet152,-0.25172704172471994,mean,1.5385362905374338,1.0210674288408579,0.5518585492825916
3,Llama.png,40,100,resnet152,-0.7632421272704879,mean,1.5385362905374338,1.0210674288408579,0.5518585492825916
4,Llama.png,40,100,resnet152,-0.7845428757783024,mean,1.5385362905374338,1.0210674288408579,0.5518585492825916
5,Llama.png,40,100,resnet152,-0.4376396389058179,mean,1.5385362905374338,1.0210674288408579,0.5518585492825916
6,Llama.png,40,100,resnet152,3.4489783184447775,mean,1.5385362905374338,1.0210674288408579,0.5518585492825916
7,Llama.png,40,100,resnet152,-0.6880999688841349,mean,1.5385362905374338,1.0210674288408579,0.5518585492825916
8,Llama.png,40,100,resnet152,-1.0067797980999131,mean,1.5385362905374338,1.0210674288408579,0.5518585492825916
9,Llama.png,40,100,resnet152,-0.9271104815690245,mean,1.5385362905374338,1.0210674288408579,0.5518585492825916
10,Llama.png,40,100,resnet152,-0.7799965701067544,mean,1.5385362905374338,1.0210674288408579,0.5518585492825916
11,Llama.png,40,100,resnet152,-0.4883387622328117,mean,1.5385362905374338,1.0210674288408579,0.5518585492825916
12,Llama.png,40,100,resnet152,-1.0176266515017138,mean,1.5385362905374338,1.0210674288408579,0.5518585492825916
13,Llama.png,40,100,resnet152,-0.10278501036312804,mean,1.5385362905374338,1.0210674288408579,0.5518585492825916
14,Llama.png,40,100,resnet152,1.069157781236306,mean,1.5385362905374338,1.0210674288408579,0.5518585492825916
15,Llama.png,40,100,resnet152,-1.0821789306597527,mean,1.5385362905374338,1.0210674288408579,0.5518585492825916
16,Llama.png,40,100,resnet152,-0.14874240679975337,mean,1.5385362905374338,1.0210674288408579,0.5518585492825916
17,Llama.png,40,100,resnet152,-0.28257658197476987,mean,1.5385362905374338,1.0210674288408579,0.5518585492825916
18,Llama.png,40,100,resnet152,-1.1089444609011894,mean,1.5385362905374338,1.0210674288408579,0.5518585492825916
19,Llama.png,40,100,resnet152,2.5449598133789038,mean,1.5385362905374338,1.0210674288408579,0.5518585492825916
20,Llama.png,40,100,resnet152,-0.1461804509238882,mean,1.5385362905374338,1.0210674288408579,0.5518585492825916
21,Llama.png,40,100,resnet152,1.172611139768983,mean,1.5385362905374338,1.0210674288408579,0.5518585492825916
22,Llama.png,40,100,resnet152,-0.5490005971121144,mean,1.5385362905374338,1.0210674288408579,0.5518585492825916
23,Llama.png,40,100,resnet152,2.47123536058814,mean,1.5385362905374338,1.0210674288408579,0.5518585492825916
24,Llama.png,40,100,resnet152,2.2873342901017066,mean,1.5385362905374338,1.0210674288408579,0.5518585492825916
25,Llama.png,40,100,resnet152,-0.10489424544239156,mean,1.5385362905374338,1.0210674288408579,0.5518585492825916
26,Llama.png,40,100,resnet152,0.9913592778877058,mean,1.5385362905374338,1.0210674288408579,0.5518585492825916
27,Llama.png,40,100,resnet152,0.03914182625380258,mean,1.5385362905374338,1.0210674288408579,0.5518585492825916
28,Llama.png,40,100,resnet152,-0.34307570964123046,mean,1.5385362905374338,1.0210674288408579,0.5518585492825916
29,Llama.png,40,100,resnet152,-0.32596854973499,mean,1.5385362905374338,1.0210674288408579,0.5518585492825916
30,Llama.png,40,100,resnet152,1.3214167659942717,mean,1.5385362905374338,1.0210674288408579,0.5518585492825916
31,Llama.png,40,100,resnet152,0.6164572515777595,mean,1.5385362905374338,1.0210674288408579,0.5518585492825916
32,Llama.png,40,100,resnet152,3.1528331011678943,mean,1.5385362905374338,1.0210674288408579,0.5518585492825916
33,Llama.png,40,100,resnet152,-0.08646211962428696,mean,1.5385362905374338,1.0210674288408579,0.5518585492825916
34,Llama.png,40,100,resnet152,0.2717165002152906,mean,1.5385362905374338,1.0210674288408579,0.5518585492825916
35,Llama.png,40,100,resnet152,1.4189681508184346,mean,1.5385362905374338,1.0210674288408579,0.5518585492825916
0,Llama.png,40,1000,resnet152,-0.7919856409353527,0,1.5385362916725276,0.9445505043420185,0.5965639606183166
1,Llama.png,40,1000,resnet152,-0.44854401425225365,0,1.5385362916725276,0.9445505043420185,0.5965639606183166
2,Llama.png,40,1000,resnet152,-0.22612590016197442,0,1.5385362916725276,0.9445505043420185,0.5965639606183166
3,Llama.png,40,1000,resnet152,-0.17598609121229414,0,1.5385362916725276,0.9445505043420185,0.5965639606183166
4,Llama.png,40,1000,resnet152,-0.676634300636278,0,1.5385362916725276,0.9445505043420185,0.5965639606183166
5,Llama.png,40,1000,resnet152,-0.5289818336974212,0,1.5385362916725276,0.9445505043420185,0.5965639606183166
6,Llama.png,40,1000,resnet152,-0.3781103405897004,0,1.5385362916725276,0.9445505043420185,0.5965639606183166
7,Llama.png,40,1000,resnet152,0.5367790646104633,0,1.5385362916725276,0.9445505043420185,0.5965639606183166
8,Llama.png,40,1000,resnet152,-1.3609180750424583,0,1.5385362916725276,0.9445505043420185,0.5965639606183166
9,Llama.png,40,1000,resnet152,-0.607580430333793,0,1.5385362916725276,0.9445505043420185,0.5965639606183166
10,Llama.png,40,1000,resnet152,-0.7889515735992312,0,1.5385362916725276,0.9445505043420185,0.5965639606183166
11,Llama.png,40,1000,resnet152,-0.5044065584249511,0,1.5385362916725276,0.9445505043420185,0.5965639606183166
12,Llama.png,40,1000,resnet152,-0.4603746464431673,0,1.5385362916725276,0.9445505043420185,0.5965639606183166
13,Llama.png,40,1000,resnet152,0.12756481463187708,0,1.5385362916725276,0.9445505043420185,0.5965639606183166
14,Llama.png,40,1000,resnet152,3.199994515721704,0,1.5385362916725276,0.9445505043420185,0.5965639606183166
15,Llama.png,40,1000,resnet152,-0.9979052021857564,0,1.5385362916725276,0.9445505043420185,0.5965639606183166
16,Llama.png,40,1000,resnet152,-0.8551166975996782,0,1.5385362916725276,0.9445505043420185,0.5965639606183166
17,Llama.png,40,1000,resnet152,-0.520553867507827,0,1.5385362916725276,0.9445505043420185,0.5965639606183166
18,Llama.png,40,1000,resnet152,-0.11578998437004895,0,1.5385362916725276,0.9445505043420185,0.5965639606183166
19,Llama.png,40,1000,resnet152,0.31897113557664225,0,1.5385362916725276,0.9445505043420185,0.5965639606183166
20,Llama.png,40,1000,resnet152,0.9532029550241994,0,1.5385362916725276,0.9445505043420185,0.5965639606183166
21,Llama.png,40,1000,resnet152,1.055781208192395,0,1.5385362916725276,0.9445505043420185,0.5965639606183166
22,Llama.png,40,1000,resnet152,2.0790608742005956,0,1.5385362916725276,0.9445505043420185,0.5965639606183166
23,Llama.png,40,1000,resnet152,1.3039298109458197,0,1.5385362916725276,0.9445505043420185,0.5965639606183166
24,Llama.png,40,1000,resnet152,-0.47700594659632767,0,1.5385362916725276,0.9445505043420185,0.5965639606183166
25,Llama.png,40,1000,resnet152,-0.48368983053267467,0,1.5385362916725276,0.9445505043420185,0.5965639606183166
26,Llama.png,40,1000,resnet152,-0.12282043978377466,0,1.5385362916725276,0.9445505043420185,0.5965639606183166
27,Llama.png,40,1000,resnet152,-0.32893442880340107,0,1.5385362916725276,0.9445505043420185,0.5965639606183166
28,Llama.png,40,1000,resnet152,-0.8055232017828926,0,1.5385362916725276,0.9445505043420185,0.5965639606183166
29,Llama.png,40,1000,resnet152,1.499237855042258,0,1.5385362916725276,0.9445505043420185,0.5965639606183166
30,Llama.png,40,1000,resnet152,1.3537906832875772,0,1.5385362916725276,0.9445505043420185,0.5965639606183166
31,Llama.png,40,1000,resnet152,2.120722717872595,0,1.5385362916725276,0.9445505043420185,0.5965639606183166
32,Llama.png,40,1000,resnet152,0.8619560710352849,0,1.5385362916725276,0.9445505043420185,0.5965639606183166
33,Llama.png,40,1000,resnet152,0.7072030371862592,0,1.5385362916725276,0.9445505043420185,0.5965639606183166
34,Llama.png,40,1000,resnet152,3.2432239545810084,0,1.5385362916725276,0.9445505043420185,0.5965639606183166
35,Llama.png,40,1000,resnet152,0.29469610451918493,0,1.5385362916725276,0.9445505043420185,0.5965639606183166
0,Llama.png,40,1000,resnet152,-1.130171164799413,mean,1.5385362921822718,1.0250869379955356,0.5496946347768342
1,Llama.png,40,1000,resnet152,0.22488622980963013,mean,1.5385362921822718,1.0250869379955356,0.5496946347768342
2,Llama.png,40,1000,resnet152,0.47676032903085197,mean,1.5385362921822718,1.0250869379955356,0.5496946347768342
3,Llama.png,40,1000,resnet152,-1.0936680769105322,mean,1.5385362921822718,1.0250869379955356,0.5496946347768342
4,Llama.png,40,1000,resnet152,-1.1091383139438076,mean,1.5385362921822718,1.0250869379955356,0.5496946347768342
5,Llama.png,40,1000,resnet152,-0.443471282957133,mean,1.5385362921822718,1.0250869379955356,0.5496946347768342
6,Llama.png,40,1000,resnet152,-0.5617227054676004,mean,1.5385362921822718,1.0250869379955356,0.5496946347768342
7,Llama.png,40,1000,resnet152,-0.09610811488900328,mean,1.5385362921822718,1.0250869379955356,0.5496946347768342
8,Llama.png,40,1000,resnet152,-1.399878614410289,mean,1.5385362921822718,1.0250869379955356,0.5496946347768342
9,Llama.png,40,1000,resnet152,-0.8152677059896587,mean,1.5385362921822718,1.0250869379955356,0.5496946347768342
10,Llama.png,40,1000,resnet152,-1.3197481692194826,mean,1.5385362921822718,1.0250869379955356,0.5496946347768342
11,Llama.png,40,1000,resnet152,-0.7308146972509135,mean,1.5385362921822718,1.0250869379955356,0.5496946347768342
12,Llama.png,40,1000,resnet152,-0.5328994227381338,mean,1.5385362921822718,1.0250869379955356,0.5496946347768342
13,Llama.png,40,1000,resnet152,-0.42429403332960236,mean,1.5385362921822718,1.0250869379955356,0.5496946347768342
14,Llama.png,40,1000,resnet152,4.068717838741252,mean,1.5385362921822718,1.0250869379955356,0.5496946347768342
15,Llama.png,40,1000,resnet152,-1.253397968635892,mean,1.5385362921822718,1.0250869379955356,0.5496946347768342
16,Llama.png,40,1000,resnet152,-1.3545381045674216,mean,1.5385362921822718,1.0250869379955356,0.5496946347768342
17,Llama.png,40,1000,resnet152,-0.8260154702982065,mean,1.5385362921822718,1.0250869379955356,0.5496946347768342
18,Llama.png,40,1000,resnet152,-0.8534165093600694,mean,1.5385362921822718,1.0250869379955356,0.5496946347768342
19,Llama.png,40,1000,resnet152,1.1118804479813256,mean,1.5385362921822718,1.0250869379955356,0.5496946347768342
20,Llama.png,40,1000,resnet152,0.71113773590278,mean,1.5385362921822718,1.0250869379955356,0.5496946347768342
21,Llama.png,40,1000,resnet152,2.289018431898488,mean,1.5385362921822718,1.0250869379955356,0.5496946347768342
22,Llama.png,40,1000,resnet152,1.4662471971199205,mean,1.5385362921822718,1.0250869379955356,0.5496946347768342
23,Llama.png,40,1000,resnet152,0.5764860606673867,mean,1.5385362921822718,1.0250869379955356,0.5496946347768342
24,Llama.png,40,1000,resnet152,-0.11680460330615805,mean,1.5385362921822718,1.0250869379955356,0.5496946347768342
25,Llama.png,40,1000,resnet152,-0.5963781165641509,mean,1.5385362921822718,1.0250869379955356,0.5496946347768342
26,Llama.png,40,1000,resnet152,-0.3444966869785828,mean,1.5385362921822718,1.0250869379955356,0.5496946347768342
27,Llama.png,40,1000,resnet152,0.9004079264715714,mean,1.5385362921822718,1.0250869379955356,0.5496946347768342
28,Llama.png,40,1000,resnet152,-0.48394275777033435,mean,1.5385362921822718,1.0250869379955356,0.5496946347768342
29,Llama.png,40,1000,resnet152,1.4368630089213854,mean,1.5385362921822718,1.0250869379955356,0.5496946347768342
30,Llama.png,40,1000,resnet152,0.7609847550730064,mean,1.5385362921822718,1.0250869379955356,0.5496946347768342
31,Llama.png,40,1000,resnet152,2.782308468295498,mean,1.5385362921822718,1.0250869379955356,0.5496946347768342
32,Llama.png,40,1000,resnet152,1.4115525076478472,mean,1.5385362921822718,1.0250869379955356,0.5496946347768342
33,Llama.png,40,1000,resnet152,0.930928594884771,mean,1.5385362921822718,1.0250869379955356,0.5496946347768342
34,Llama.png,40,1000,resnet152,2.950424824561366,mean,1.5385362921822718,1.0250869379955356,0.5496946347768342
35,Llama.png,40,1000,resnet152,1.20634160692448,mean,1.5385362921822718,1.0250869379955356,0.5496946347768342
0,Llama.png,50,10,resnet152,0.4893364823348163,0,1.538536285527444,0.9769700327424247,0.5767677320762046
1,Llama.png,50,10,resnet152,-0.5484787217697171,0,1.538536285527444,0.9769700327424247,0.5767677320762046
2,Llama.png,50,10,resnet152,0.2442969926282963,0,1.538536285527444,0.9769700327424247,0.5767677320762046
3,Llama.png,50,10,resnet152,0.32589645343333107,0,1.538536285527444,0.9769700327424247,0.5767677320762046
4,Llama.png,50,10,resnet152,0.33318048880351636,0,1.538536285527444,0.9769700327424247,0.5767677320762046
5,Llama.png,50,10,resnet152,-0.47429248521961487,0,1.538536285527444,0.9769700327424247,0.5767677320762046
6,Llama.png,50,10,resnet152,0.5265181206645417,0,1.538536285527444,0.9769700327424247,0.5767677320762046
7,Llama.png,50,10,resnet152,-0.45848768389086736,0,1.538536285527444,0.9769700327424247,0.5767677320762046
8,Llama.png,50,10,resnet152,0.10001560429418577,0,1.538536285527444,0.9769700327424247,0.5767677320762046
9,Llama.png,50,10,resnet152,0.026287898897932482,0,1.538536285527444,0.9769700327424247,0.5767677320762046
10,Llama.png,50,10,resnet152,1.029890417007974,0,1.538536285527444,0.9769700327424247,0.5767677320762046
11,Llama.png,50,10,resnet152,4.355047625660326,0,1.538536285527444,0.9769700327424247,0.5767677320762046
12,Llama.png,50,10,resnet152,0.5822014732640635,0,1.538536285527444,0.9769700327424247,0.5767677320762046
