,Unnamed: 0,image,superpixels,compactness,model,shap_value,predicted,predicted_var,P(e = 0)
132,6,Llama.png,30,1000,alexnet,0.6921574841741194,10.30398605,1.44812351,0.3891136486099871
133,7,Llama.png,30,1000,alexnet,0.899004872154844,10.30398605,1.44812351,0.3891136486099871
134,8,Llama.png,30,1000,alexnet,0.9010657075461416,10.30398605,1.44812351,0.3891136486099871
135,9,Llama.png,30,1000,alexnet,1.3174485687933428,10.30398605,1.44812351,0.3891136486099871
136,10,Llama.png,30,1000,alexnet,-1.027350121664746,10.30398605,1.44812351,0.3891136486099871
137,11,Llama.png,30,1000,alexnet,-0.416123082890544,10.30398605,1.44812351,0.3891136486099871
138,12,Llama.png,30,1000,alexnet,1.5424273076516073,10.30398605,1.44812351,0.3891136486099871
139,13,Llama.png,30,1000,alexnet,0.8563967823789036,10.30398605,1.44812351,0.3891136486099871
140,14,Llama.png,30,1000,alexnet,0.0491844339936173,10.30398605,1.44812351,0.3891136486099871
141,15,Llama.png,30,1000,alexnet,-1.0428526838572854,10.30398605,1.44812351,0.3891136486099871
142,16,Llama.png,30,1000,alexnet,-0.4283928577943579,10.30398605,1.44812351,0.3891136486099871
143,17,Llama.png,30,1000,alexnet,1.303536758782113,10.30398605,1.44812351,0.3891136486099871
144,18,Llama.png,30,1000,alexnet,0.7683076040423757,10.30398605,1.44812351,0.3891136486099871
145,19,Llama.png,30,1000,alexnet,-0.1412840655402858,10.30398605,1.44812351,0.3891136486099871
146,20,Llama.png,30,1000,alexnet,1.3282004796640536,10.30398605,1.44812351,0.3891136486099871
147,21,Llama.png,30,1000,alexnet,1.4842888724702998,10.30398605,1.44812351,0.3891136486099871
148,22,Llama.png,30,1000,alexnet,2.6401865089071377,10.30398605,1.44812351,0.3891136486099871
149,23,Llama.png,30,1000,alexnet,2.426014880730292,10.30398605,1.44812351,0.3891136486099871
150,24,Llama.png,30,1000,alexnet,0.962594478355161,10.30398605,1.44812351,0.3891136486099871
151,0,Llama.png,30,1000,alexnet,-0.2113502564315785,10.30399484,1.86647475,0.3018977483461698
152,1,Llama.png,30,1000,alexnet,-1.0216614900331065,10.30399484,1.86647475,0.3018977483461698
153,2,Llama.png,30,1000,alexnet,-0.339753242002029,10.30399484,1.86647475,0.3018977483461698
154,3,Llama.png,30,1000,alexnet,-0.4656201904835555,10.30399484,1.86647475,0.3018977483461698
155,4,Llama.png,30,1000,alexnet,-0.1437753982436485,10.30399484,1.86647475,0.3018977483461698
156,5,Llama.png,30,1000,alexnet,3.2909040152403244,10.30399484,1.86647475,0.3018977483461698
157,6,Llama.png,30,1000,alexnet,-0.7670721847530055,10.30399484,1.86647475,0.3018977483461698
158,7,Llama.png,30,1000,alexnet,-0.3357341954029511,10.30399484,1.86647475,0.3018977483461698
159,8,Llama.png,30,1000,alexnet,1.6546162439003729,10.30399484,1.86647475,0.3018977483461698
160,9,Llama.png,30,1000,alexnet,-0.3229662085316622,10.30399484,1.86647475,0.3018977483461698
161,10,Llama.png,30,1000,alexnet,1.0592040533743052,10.30399484,1.86647475,0.3018977483461698
162,11,Llama.png,30,1000,alexnet,-0.0724702776589847,10.30399484,1.86647475,0.3018977483461698
163,12,Llama.png,30,1000,alexnet,0.3011061204074936,10.30399484,1.86647475,0.3018977483461698
164,13,Llama.png,30,1000,alexnet,0.4903936719308497,10.30399484,1.86647475,0.3018977483461698
165,14,Llama.png,30,1000,alexnet,0.5409909839232308,10.30399484,1.86647475,0.3018977483461698
166,15,Llama.png,30,1000,alexnet,1.233466032738188,10.30399484,1.86647475,0.3018977483461698
167,16,Llama.png,30,1000,alexnet,1.2572708231622514,10.30399484,1.86647475,0.3018977483461698
168,17,Llama.png,30,1000,alexnet,4.273231332302887,10.30399484,1.86647475,0.3018977483461698
169,18,Llama.png,30,1000,alexnet,0.6863130599848883,10.30399484,1.86647475,0.3018977483461698
170,19,Llama.png,30,1000,alexnet,2.287069560642287,10.30399484,1.86647475,0.3018977483461698
171,20,Llama.png,30,1000,alexnet,2.843042179502363,10.30399484,1.86647475,0.3018977483461698
172,21,Llama.png,30,1000,alexnet,0.906613735771792,10.30399484,1.86647475,0.3018977483461698
173,22,Llama.png,30,1000,alexnet,2.0836991764749224,10.30399484,1.86647475,0.3018977483461698
174,23,Llama.png,30,1000,alexnet,0.8734252081301692,10.30399484,1.86647475,0.3018977483461698
175,24,Llama.png,30,1000,alexnet,0.9134509113164048,10.30399484,1.86647475,0.3018977483461698
176,0,Llama.png,40,10,alexnet,0.8049642523830558,10.30399689,1.63485535,0.344669508202719
177,1,Llama.png,40,10,alexnet,0.6112339601923891,10.30399689,1.63485535,0.344669508202719
178,2,Llama.png,40,10,alexnet,0.3250168387669356,10.30399689,1.63485535,0.344669508202719
179,3,Llama.png,40,10,alexnet,0.375346036937767,10.30399689,1.63485535,0.344669508202719
180,4,Llama.png,40,10,alexnet,0.5267639603870595,10.30399689,1.63485535,0.344669508202719
181,5,Llama.png,40,10,alexnet,1.934298647634824,10.30399689,1.63485535,0.344669508202719
182,6,Llama.png,40,10,alexnet,4.071111299140058,10.30399689,1.63485535,0.344669508202719
183,7,Llama.png,40,10,alexnet,0.2506483374036037,10.30399689,1.63485535,0.344669508202719
184,8,Llama.png,40,10,alexnet,0.5172219016690436,10.30399689,1.63485535,0.344669508202719
185,9,Llama.png,40,10,alexnet,0.8829675615834964,10.30399689,1.63485535,0.344669508202719
186,10,Llama.png,40,10,alexnet,0.6623438633992973,10.30399689,1.63485535,0.344669508202719
187,11,Llama.png,40,10,alexnet,-0.7735133637076412,10.30399689,1.63485535,0.344669508202719
188,12,Llama.png,40,10,alexnet,-2.8576745156150185,10.30399689,1.63485535,0.344669508202719
189,13,Llama.png,40,10,alexnet,-0.4055745004159767,10.30399689,1.63485535,0.344669508202719
190,14,Llama.png,40,10,alexnet,-0.6947989248715611,10.30399689,1.63485535,0.344669508202719
191,15,Llama.png,40,10,alexnet,-0.7369478268065839,10.30399689,1.63485535,0.344669508202719
192,16,Llama.png,40,10,alexnet,-0.0931541530826089,10.30399689,1.63485535,0.344669508202719
193,17,Llama.png,40,10,alexnet,-0.4627664146506589,10.30399689,1.63485535,0.344669508202719
194,18,Llama.png,40,10,alexnet,-1.1767062830742647,10.30399689,1.63485535,0.344669508202719
195,19,Llama.png,40,10,alexnet,1.522264623898644,10.30399689,1.63485535,0.344669508202719
196,20,Llama.png,40,10,alexnet,-0.0883853724668126,10.30399689,1.63485535,0.344669508202719
197,21,Llama.png,40,10,alexnet,-0.3668186607421919,10.30399689,1.63485535,0.344669508202719
198,22,Llama.png,40,10,alexnet,1.5970532353580098,10.30399689,1.63485535,0.344669508202719
199,23,Llama.png,40,10,alexnet,0.7987188420590652,10.30399689,1.63485535,0.344669508202719
200,24,Llama.png,40,10,alexnet,0.7792422058390827,10.30399689,1.63485535,0.344669508202719
201,25,Llama.png,40,10,alexnet,1.5082627287491652,10.30399689,1.63485535,0.344669508202719
202,26,Llama.png,40,10,alexnet,0.5915258315045295,10.30399689,1.63485535,0.344669508202719
203,27,Llama.png,40,10,alexnet,1.963035222481878,10.30399689,1.63485535,0.344669508202719
204,28,Llama.png,40,10,alexnet,0.6161326669699845,10.30399689,1.63485535,0.344669508202719
205,29,Llama.png,40,10,alexnet,2.312381811314068,10.30399689,1.63485535,0.344669508202719
206,30,Llama.png,40,10,alexnet,1.6824130716725243,10.30399689,1.63485535,0.344669508202719
207,31,Llama.png,40,10,alexnet,2.155486534076486,10.30399689,1.63485535,0.344669508202719
208,0,Llama.png,40,10,alexnet,0.0578312940704179,10.303997,1.8807546,0.2996056951896759
209,1,Llama.png,40,10,alexnet,-0.1911672415467906,10.303997,1.8807546,0.2996056951896759
210,2,Llama.png,40,10,alexnet,0.2364936516161444,10.303997,1.8807546,0.2996056951896759
211,3,Llama.png,40,10,alexnet,0.0411827983512287,10.303997,1.8807546,0.2996056951896759
212,4,Llama.png,40,10,alexnet,-0.039598499920995,10.303997,1.8807546,0.2996056951896759
213,5,Llama.png,40,10,alexnet,-0.0843640154674094,10.303997,1.8807546,0.2996056951896759
214,6,Llama.png,40,10,alexnet,8.504908454312453,10.303997,1.8807546,0.2996056951896759
215,7,Llama.png,40,10,alexnet,-0.4664152905243917,10.303997,1.8807546,0.2996056951896759
216,8,Llama.png,40,10,alexnet,0.051033355340162,10.303997,1.8807546,0.2996056951896759
217,9,Llama.png,40,10,alexnet,-0.2476880191755999,10.303997,1.8807546,0.2996056951896759
218,10,Llama.png,40,10,alexnet,-0.0662612094229651,10.303997,1.8807546,0.2996056951896759
219,11,Llama.png,40,10,alexnet,0.1695913511498439,10.303997,1.8807546,0.2996056951896759
220,12,Llama.png,40,10,alexnet,-0.0447668331472304,10.303997,1.8807546,0.2996056951896759
221,13,Llama.png,40,10,alexnet,-0.1607635529371966,10.303997,1.8807546,0.2996056951896759
222,14,Llama.png,40,10,alexnet,2.153340033369774,10.303997,1.8807546,0.2996056951896759
223,15,Llama.png,40,10,alexnet,0.0819132183947557,10.303997,1.8807546,0.2996056951896759
224,16,Llama.png,40,10,alexnet,0.0287155838960524,10.303997,1.8807546,0.2996056951896759
225,17,Llama.png,40,10,alexnet,-0.0632345991576599,10.303997,1.8807546,0.2996056951896759
226,18,Llama.png,40,10,alexnet,0.0586303328917967,10.303997,1.8807546,0.2996056951896759
227,19,Llama.png,40,10,alexnet,0.5228545101410704,10.303997,1.8807546,0.2996056951896759
228,20,Llama.png,40,10,alexnet,-0.3178387690425435,10.303997,1.8807546,0.2996056951896759
229,21,Llama.png,40,10,alexnet,0.0160862904949894,10.303997,1.8807546,0.2996056951896759
230,22,Llama.png,40,10,alexnet,3.236645177523701,10.303997,1.8807546,0.2996056951896759
231,23,Llama.png,40,10,alexnet,0.9058741113627328,10.303997,1.8807546,0.2996056951896759
232,24,Llama.png,40,10,alexnet,2.505269985055911,10.303997,1.8807546,0.2996056951896759
233,25,Llama.png,40,10,alexnet,0.8692573584951298,10.303997,1.8807546,0.2996056951896759
234,26,Llama.png,40,10,alexnet,0.8657339273813038,10.303997,1.8807546,0.2996056951896759
235,27,Llama.png,40,10,alexnet,0.1190550211238097,10.303997,1.8807546,0.2996056951896759
236,28,Llama.png,40,10,alexnet,0.5873110863207502,10.303997,1.8807546,0.2996056951896759
237,29,Llama.png,40,10,alexnet,0.6740733772567888,10.303997,1.8807546,0.2996056951896759
238,30,Llama.png,40,10,alexnet,-0.5493646369759437,10.303997,1.8807546,0.2996056951896759
239,31,Llama.png,40,10,alexnet,-0.2742632471102322,10.303997,1.8807546,0.2996056951896759
240,0,Llama.png,40,1000,alexnet,0.8237066380504801,10.30399698,1.35773236,0.415019046607861
241,1,Llama.png,40,1000,alexnet,0.8232661534099472,10.30399698,1.35773236,0.415019046607861
242,2,Llama.png,40,1000,alexnet,0.8739629803486797,10.30399698,1.35773236,0.415019046607861
243,3,Llama.png,40,1000,alexnet,0.7081532987197772,10.30399698,1.35773236,0.415019046607861
244,4,Llama.png,40,1000,alexnet,0.605410777460198,10.30399698,1.35773236,0.415019046607861
245,5,Llama.png,40,1000,alexnet,0.9663058696454668,10.30399698,1.35773236,0.415019046607861
246,6,Llama.png,40,1000,alexnet,0.915531496631925,10.30399698,1.35773236,0.415019046607861
247,7,Llama.png,40,1000,alexnet,0.6541887492954901,10.30399698,1.35773236,0.415019046607861
248,8,Llama.png,40,1000,alexnet,0.6128147647962998,10.30399698,1.35773236,0.415019046607861
249,9,Llama.png,40,1000,alexnet,0.3060827694624448,10.30399698,1.35773236,0.415019046607861
250,10,Llama.png,40,1000,alexnet,0.3437592135714453,10.30399698,1.35773236,0.415019046607861
251,11,Llama.png,40,1000,alexnet,0.4859654303285272,10.30399698,1.35773236,0.415019046607861
252,12,Llama.png,40,1000,alexnet,0.49209359750555,10.30399698,1.35773236,0.415019046607861
253,13,Llama.png,40,1000,alexnet,-0.0132155929115826,10.30399698,1.35773236,0.415019046607861
254,14,Llama.png,40,1000,alexnet,-0.1687222203381888,10.30399698,1.35773236,0.415019046607861
255,15,Llama.png,40,1000,alexnet,-0.0812413458833773,10.30399698,1.35773236,0.415019046607861
256,16,Llama.png,40,1000,alexnet,0.1130609308745858,10.30399698,1.35773236,0.415019046607861
257,17,Llama.png,40,1000,alexnet,0.8701774810168477,10.30399698,1.35773236,0.415019046607861
258,18,Llama.png,40,1000,alexnet,0.8519367268192597,10.30399698,1.35773236,0.415019046607861
259,19,Llama.png,40,1000,alexnet,-0.2158323774794075,10.30399698,1.35773236,0.415019046607861
260,20,Llama.png,40,1000,alexnet,0.2237586031141587,10.30399698,1.35773236,0.415019046607861
261,21,Llama.png,40,1000,alexnet,-0.6759606743214501,10.30399698,1.35773236,0.415019046607861
262,22,Llama.png,40,1000,alexnet,-0.5994351384219119,10.30399698,1.35773236,0.415019046607861
263,23,Llama.png,40,1000,alexnet,1.258006914918158,10.30399698,1.35773236,0.415019046607861
264,24,Llama.png,40,1000,alexnet,0.777431475838759,10.30399698,1.35773236,0.415019046607861
265,25,Llama.png,40,1000,alexnet,-0.4104174759503749,10.30399698,1.35773236,0.415019046607861
266,26,Llama.png,40,1000,alexnet,-0.4418759638062681,10.30399698,1.35773236,0.415019046607861
267,27,Llama.png,40,1000,alexnet,-0.2497934052886279,10.30399698,1.35773236,0.415019046607861
268,28,Llama.png,40,1000,alexnet,0.2867523237105103,10.30399698,1.35773236,0.415019046607861
269,29,Llama.png,40,1000,alexnet,1.2601279381437918,10.30399698,1.35773236,0.415019046607861
270,30,Llama.png,40,1000,alexnet,0.0866858046661418,10.30399698,1.35773236,0.415019046607861
271,31,Llama.png,40,1000,alexnet,1.573896440993792,10.30399698,1.35773236,0.415019046607861
272,32,Llama.png,40,1000,alexnet,0.5918706873117126,10.30399698,1.35773236,0.415019046607861
273,33,Llama.png,40,1000,alexnet,1.7548647476269332,10.30399698,1.35773236,0.415019046607861
274,34,Llama.png,40,1000,alexnet,1.0573363343005844,10.30399698,1.35773236,0.415019046607861
275,35,Llama.png,40,1000,alexnet,2.079496115151196,10.30399698,1.35773236,0.415019046607861
276,0,Llama.png,40,1000,alexnet,0.2474879559501506,10.30399698,1.74078829,0.3236951872646654
277,1,Llama.png,40,1000,alexnet,-0.0453340369284402,10.30399698,1.74078829,0.3236951872646654
278,2,Llama.png,40,1000,alexnet,0.0394983050053614,10.30399698,1.74078829,0.3236951872646654
279,3,Llama.png,40,1000,alexnet,-0.0225110820275382,10.30399698,1.74078829,0.3236951872646654
