,image,superpixels,compactness,model,shap_value,background,predicted,predicted_variance,error term,set_sp
0,broccoli_cauli.jpg,5,10,resnet152,-0.049426675628563066,0,0.6304012103615355,0.0696225850408045,6.112788529273843,10
1,broccoli_cauli.jpg,5,10,resnet152,0.31316822679142114,0,0.6304012103615355,0.0696225850408045,6.112788529273843,10
2,broccoli_cauli.jpg,5,10,resnet152,0.3758378493414465,0,0.6304012103615355,0.0696225850408045,6.112788529273843,10
3,broccoli_cauli.jpg,5,10,resnet152,-0.18800451831272344,0,0.6304012103615355,0.0696225850408045,6.112788529273843,10
4,broccoli_cauli.jpg,5,10,resnet152,0.027414933131462545,0,0.6304012103615355,0.0696225850408045,6.112788529273843,10
0,broccoli_cauli.jpg,5,10,resnet152,-0.040899144953734826,mean,0.6185682985217728,0.07044021852232607,5.998629511179665,10
1,broccoli_cauli.jpg,5,10,resnet152,0.2356182775614336,mean,0.6185682985217728,0.07044021852232607,5.998629511179665,10
2,broccoli_cauli.jpg,5,10,resnet152,0.313581001088608,mean,0.6185682985217728,0.07044021852232607,5.998629511179665,10
3,broccoli_cauli.jpg,5,10,resnet152,-0.11446192711259466,mean,0.6185682985217728,0.07044021852232607,5.998629511179665,10
4,broccoli_cauli.jpg,5,10,resnet152,0.012369880625487238,mean,0.6185682985217728,0.07044021852232607,5.998629511179665,10
0,broccoli_cauli.jpg,5,10,resnet152,0.03753215342521442,255,0.5900519320386136,0.045118329447631146,9.315803878721916,10
1,broccoli_cauli.jpg,5,10,resnet152,0.22193629634486464,255,0.5900519320386136,0.045118329447631146,9.315803878721916,10
2,broccoli_cauli.jpg,5,10,resnet152,0.3604103642950821,255,0.5900519320386136,0.045118329447631146,9.315803878721916,10
3,broccoli_cauli.jpg,5,10,resnet152,-0.10794054201560369,255,0.5900519320386136,0.045118329447631146,9.315803878721916,10
4,broccoli_cauli.jpg,5,10,resnet152,0.03688604179518872,255,0.5900519320386136,0.045118329447631146,9.315803878721916,10
0,broccoli_cauli.jpg,5,10,resnet152,0.008558645856520039,median,0.6353891612076871,0.07052254365648732,5.889777192628086,10
1,broccoli_cauli.jpg,5,10,resnet152,0.26312733504303676,median,0.6353891612076871,0.07052254365648732,5.889777192628086,10
2,broccoli_cauli.jpg,5,10,resnet152,0.31066021099711805,median,0.6353891612076871,0.07052254365648732,5.889777192628086,10
3,broccoli_cauli.jpg,5,10,resnet152,-0.1071388422638792,median,0.6353891612076871,0.07052254365648732,5.889777192628086,10
4,broccoli_cauli.jpg,5,10,resnet152,0.037686500525098476,median,0.6353891612076871,0.07052254365648732,5.889777192628086,10
0,broccoli_cauli.jpg,9,30,resnet152,0.020735417283400975,255,0.5326944208728296,0.03984723776871577,12.984355876963548,10
1,broccoli_cauli.jpg,9,30,resnet152,0.2544104700393638,255,0.5326944208728296,0.03984723776871577,12.984355876963548,10
