,image,superpixels,compactness,model,shap_value,background,predicted,predicted_variance,error term
7,Llama.png,12,10,visiontransformer,-0.051034295360979615,mean,0.9077278042130603,0.07225905939848071,7.725135960600413
8,Llama.png,12,10,visiontransformer,-0.04135547724086412,mean,0.9077278042130603,0.07225905939848071,7.725135960600413
9,Llama.png,12,10,visiontransformer,-0.05670327166243435,mean,0.9077278042130603,0.07225905939848071,7.725135960600413
10,Llama.png,12,10,visiontransformer,0.09901603549656993,mean,0.9077278042130603,0.07225905939848071,7.725135960600413
11,Llama.png,12,10,visiontransformer,-0.0645640200305341,mean,0.9077278042130603,0.07225905939848071,7.725135960600413
0,Llama.png,16,30,visiontransformer,0.026444800684854757,0,0.8877073470692658,0.044907218243541366,12.543905114038068
1,Llama.png,16,30,visiontransformer,0.026541461727325622,0,0.8877073470692658,0.044907218243541366,12.543905114038068
2,Llama.png,16,30,visiontransformer,0.028634190470072644,0,0.8877073470692658,0.044907218243541366,12.543905114038068
3,Llama.png,16,30,visiontransformer,0.02984671452403284,0,0.8877073470692658,0.044907218243541366,12.543905114038068
4,Llama.png,16,30,visiontransformer,0.4281585527345042,0,0.8877073470692658,0.044907218243541366,12.543905114038068
5,Llama.png,16,30,visiontransformer,0.028906928390236813,0,0.8877073470692658,0.044907218243541366,12.543905114038068
6,Llama.png,16,30,visiontransformer,0.028437888229483413,0,0.8877073470692658,0.044907218243541366,12.543905114038068
7,Llama.png,16,30,visiontransformer,0.028354713822442593,0,0.8877073470692658,0.044907218243541366,12.543905114038068
8,Llama.png,16,30,visiontransformer,0.03931714733779701,0,0.8877073470692658,0.044907218243541366,12.543905114038068
9,Llama.png,16,30,visiontransformer,0.06250242595562844,0,0.8877073470692658,0.044907218243541366,12.543905114038068
10,Llama.png,16,30,visiontransformer,0.03865353050702041,0,0.8877073470692658,0.044907218243541366,12.543905114038068
11,Llama.png,16,30,visiontransformer,0.027745557038402043,0,0.8877073470692658,0.044907218243541366,12.543905114038068
12,Llama.png,16,30,visiontransformer,0.034966046702047116,0,0.8877073470692658,0.044907218243541366,12.543905114038068
13,Llama.png,16,30,visiontransformer,0.027634870431289798,0,0.8877073470692658,0.044907218243541366,12.543905114038068
14,Llama.png,16,30,visiontransformer,0.02705459946800176,0,0.8877073470692658,0.044907218243541366,12.543905114038068
15,Llama.png,16,30,visiontransformer,0.02870698623895429,0,0.8877073470692658,0.044907218243541366,12.543905114038068
0,Llama.png,16,30,visiontransformer,-0.019915360939283436,mean,0.8877904650358136,0.07670855526120558,7.342180078574745
1,Llama.png,16,30,visiontransformer,-0.024423198807693045,mean,0.8877904650358136,0.07670855526120558,7.342180078574745
2,Llama.png,16,30,visiontransformer,-0.01750625482789291,mean,0.8877904650358136,0.07670855526120558,7.342180078574745
3,Llama.png,16,30,visiontransformer,-0.013380159936254502,mean,0.8877904650358136,0.07670855526120558,7.342180078574745
4,Llama.png,16,30,visiontransformer,0.7079890840532561,mean,0.8877904650358136,0.07670855526120558,7.342180078574745
5,Llama.png,16,30,visiontransformer,-0.016329929807952122,mean,0.8877904650358136,0.07670855526120558,7.342180078574745
